Request id,Pickup point,Driver id,Request timestamp,Drop timestamp,Status
3300,Airport,127,13-07-2016 11:42:51,13-07-2016 12:50:23,Trip Completed
3648,City,127,13-07-2016 19:13:25,13-07-2016 19:58:54,Trip Completed
6020,City,127,15-07-2016 12:46:16,15-07-2016 13:25:19,Trip Completed
6682,City,127,15-07-2016 22:35:23,15-07-2016 23:03:53,Trip Completed
878,City,128,11/7/2016 18:09,11/7/2016 18:49,Trip Completed
1014,Airport,128,11/7/2016 19:14,11/7/2016 20:06,Trip Completed
1628,Airport,128,12/7/2016 7:05,12/7/2016 8:17,Trip Completed
2416,City,128,12/7/2016 20:06,12/7/2016 21:09,Trip Completed
2974,Airport,128,13-07-2016 06:46:54,13-07-2016 08:04:32,Trip Completed
3273,Airport,128,13-07-2016 10:38:37,13-07-2016 11:15:05,Trip Completed
4210,City,128,14-07-2016 05:38:07,14-07-2016 06:44:04,Trip Completed
4454,City,128,14-07-2016 08:32:04,14-07-2016 09:21:26,Trip Completed
4732,Airport,128,14-07-2016 14:13:45,14-07-2016 15:12:03,Trip Completed
5024,City,128,14-07-2016 19:09:39,14-07-2016 20:20:11,Trip Completed
5799,Airport,128,15-07-2016 08:41:47,15-07-2016 09:11:50,Trip Completed
6676,Airport,128,15-07-2016 22:25:17,15-07-2016 23:43:26,Trip Completed
343,City,129,11/7/2016 7:57,11/7/2016 8:55,Trip Completed
1002,Airport,129,11/7/2016 19:14,11/7/2016 20:01,Trip Completed
1571,Airport,129,12/7/2016 6:28,12/7/2016 7:41,Trip Completed
1954,Airport,129,12/7/2016 11:43,12/7/2016 12:08,Trip Completed
3436,Airport,129,13-07-2016 16:11:34,13-07-2016 17:07:29,Trip Completed
5193,Airport,129,14-07-2016 20:45:13,14-07-2016 21:30:32,Trip Completed
5555,City,129,15-07-2016 05:44:27,15-07-2016 06:28:13,Trip Completed
5674,Airport,129,15-07-2016 07:06:23,15-07-2016 07:47:08,Trip Completed
6596,City,129,15-07-2016 21:33:21,15-07-2016 22:22:03,Trip Completed
123,City,130,11/7/2016 5:12,11/7/2016 6:14,Trip Completed
479,Airport,130,11/7/2016 9:27,11/7/2016 10:44,Trip Completed
657,City,130,11/7/2016 12:55,11/7/2016 13:46,Trip Completed
975,Airport,130,11/7/2016 18:54,11/7/2016 20:05,Trip Completed
1307,Airport,130,11/7/2016 22:42,11/7/2016 23:07,Trip Completed
1672,City,130,12/7/2016 7:37,12/7/2016 8:13,Trip Completed
1942,Airport,130,12/7/2016 11:26,12/7/2016 12:27,Trip Completed
3382,City,130,13-07-2016 14:24:58,13-07-2016 15:19:21,Trip Completed
4284,Airport,130,14-07-2016 06:33:45,14-07-2016 07:10:54,Trip Completed
6734,Airport,130,15-07-2016 23:37:11,16-07-2016 00:25:19,Trip Completed
281,City,131,11/7/2016 7:01,11/7/2016 8:10,Trip Completed
1902,City,131,12/7/2016 10:34,12/7/2016 11:46,Trip Completed
2691,Airport,131,13-07-2016 00:44:02,13-07-2016 01:41:13,Trip Completed
4430,City,131,14-07-2016 08:21:08,14-07-2016 08:58:13,Trip Completed
4779,City,131,14-07-2016 16:31:49,14-07-2016 16:59:30,Trip Completed
5097,City,131,14-07-2016 19:52:18,14-07-2016 20:49:31,Trip Completed
405,City,132,11/7/2016 8:29,11/7/2016 9:35,Trip Completed
585,City,132,11/7/2016 11:16,11/7/2016 11:57,Trip Completed
729,Airport,132,11/7/2016 15:14,11/7/2016 15:50,Trip Completed
1046,Airport,132,11/7/2016 19:31,11/7/2016 20:12,Trip Completed
1663,Airport,132,12/7/2016 7:33,12/7/2016 8:21,Trip Completed
4027,City,132,13-07-2016 00:07:58,13-07-2016 01:25:16,Trip Completed
2876,City,132,13-07-2016 05:49:57,13-07-2016 06:27:39,Trip Completed
3767,Airport,132,13-07-2016 20:35:07,13-07-2016 21:09:11,Trip Completed
5948,City,132,15-07-2016 10:36:47,15-07-2016 11:36:14,Trip Completed
6027,Airport,132,15-07-2016 12:46:48,15-07-2016 13:36:00,Trip Completed
701,City,133,11/7/2016 14:01,11/7/2016 15:00,Trip Completed
1529,City,133,12/7/2016 5:56,12/7/2016 6:49,Trip Completed
2060,Airport,133,12/7/2016 15:04,12/7/2016 15:37,Trip Completed
2262,City,133,12/7/2016 18:30,12/7/2016 18:59,Trip Completed
4425,City,133,14-07-2016 08:24:55,14-07-2016 08:58:52,Trip Completed
4710,City,133,14-07-2016 13:26:42,14-07-2016 13:58:09,Trip Completed
5732,Airport,133,15-07-2016 07:47:52,15-07-2016 08:21:15,Trip Completed
142,City,134,11/7/2016 5:25,11/7/2016 6:19,Trip Completed
430,City,134,11/7/2016 8:49,11/7/2016 9:47,Trip Completed
612,Airport,134,11/7/2016 11:47,11/7/2016 12:37,Trip Completed
927,Airport,134,11/7/2016 18:22,11/7/2016 18:59,Trip Completed
1010,City,134,11/7/2016 19:14,11/7/2016 20:09,Trip Completed
1845,Airport,134,12/7/2016 9:41,12/7/2016 10:52,Trip Completed
2234,Airport,134,12/7/2016 18:19,12/7/2016 19:03,Trip Completed
2633,Airport,134,12/7/2016 22:18,12/7/2016 23:06,Trip Completed
4012,Airport,134,13-07-2016 23:54:19,14-07-2016 00:37:22,Trip Completed
5039,City,134,14-07-2016 19:20:34,14-07-2016 19:53:53,Trip Completed
6760,Airport,134,15-07-2016 00:03:52,15-07-2016 00:47:44,Trip Completed
5681,City,134,15-07-2016 07:17:21,15-07-2016 07:48:28,Trip Completed
6253,Airport,134,15-07-2016 18:01:55,15-07-2016 18:57:17,Trip Completed
6558,Airport,134,15-07-2016 21:05:27,15-07-2016 22:05:47,Trip Completed
565,City,135,11/7/2016 10:19,11/7/2016 11:26,Trip Completed
599,Airport,135,11/7/2016 11:38,11/7/2016 12:45,Trip Completed
1772,Airport,135,12/7/2016 8:54,12/7/2016 9:32,Trip Completed
3357,Airport,135,13-07-2016 13:27:44,13-07-2016 14:15:43,Trip Completed
4408,City,135,14-07-2016 08:02:46,14-07-2016 08:40:21,Trip Completed
1363,Airport,136,11/7/2016 0:00,11/7/2016 1:11,Trip Completed
625,Airport,136,11/7/2016 12:05,11/7/2016 13:15,Trip Completed
1636,Airport,136,12/7/2016 7:17,12/7/2016 7:47,Trip Completed
2253,Airport,136,12/7/2016 18:22,12/7/2016 19:31,Trip Completed
3471,Airport,136,13-07-2016 17:13:14,13-07-2016 18:22:53,Trip Completed
4402,City,136,14-07-2016 08:04:44,14-07-2016 09:10:17,Trip Completed
458,Airport,137,11/7/2016 9:12,11/7/2016 10:24,Trip Completed
681,City,137,11/7/2016 13:32,11/7/2016 14:18,Trip Completed
1084,Airport,137,11/7/2016 19:59,11/7/2016 20:33,Trip Completed
1896,Airport,137,12/7/2016 10:23,12/7/2016 11:25,Trip Completed
3132,Airport,137,13-07-2016 08:43:36,13-07-2016 09:54:19,Trip Completed
3940,City,137,13-07-2016 22:23:42,13-07-2016 23:09:05,Trip Completed
4943,Airport,137,14-07-2016 18:27:08,14-07-2016 19:22:11,Trip Completed
5537,Airport,137,15-07-2016 05:28:13,15-07-2016 05:55:18,Trip Completed
6310,City,137,15-07-2016 18:25:32,15-07-2016 19:01:48,Trip Completed
6587,Airport,137,15-07-2016 21:24:21,15-07-2016 22:03:39,Trip Completed
6756,City,137,15-07-2016 23:57:25,16-07-2016 00:51:09,Trip Completed
97,City,138,11/7/2016 5:01,11/7/2016 5:39,Trip Completed
1266,Airport,138,11/7/2016 22:00,11/7/2016 22:55,Trip Completed
2118,Airport,138,12/7/2016 16:41,12/7/2016 17:49,Trip Completed
2906,Airport,138,13-07-2016 06:09:40,13-07-2016 07:16:02,Trip Completed
3432,Airport,138,13-07-2016 16:07:50,13-07-2016 17:02:17,Trip Completed
5921,City,138,15-07-2016 10:04:07,15-07-2016 10:42:07,Trip Completed
6192,Airport,138,15-07-2016 17:12:21,15-07-2016 18:20:41,Trip Completed
6705,Airport,138,15-07-2016 22:57:10,16-07-2016 00:09:36,Trip Completed
242,Airport,139,11/7/2016 6:31,11/7/2016 7:21,Trip Completed
1359,City,139,11/7/2016 23:51,12/7/2016 0:50,Trip Completed
1865,Airport,139,12/7/2016 9:50,12/7/2016 10:58,Trip Completed
2024,Airport,139,12/7/2016 13:55,12/7/2016 14:32,Trip Completed
2768,Airport,139,13-07-2016 04:17:53,13-07-2016 04:45:45,Trip Completed
3067,City,139,13-07-2016 07:59:39,13-07-2016 09:01:06,Trip Completed
3316,Airport,139,13-07-2016 12:02:32,13-07-2016 13:02:04,Trip Completed
4084,Airport,139,14-07-2016 02:44:19,14-07-2016 03:44:02,Trip Completed
4858,City,139,14-07-2016 17:33:22,14-07-2016 18:12:23,Trip Completed
5566,Airport,139,15-07-2016 05:43:35,15-07-2016 06:59:52,Trip Completed
6384,Airport,139,15-07-2016 19:21:28,15-07-2016 20:26:09,Trip Completed
2001,Airport,140,12/7/2016 13:01,12/7/2016 14:00,Trip Completed
3483,City,140,13-07-2016 17:23:24,13-07-2016 18:36:41,Trip Completed
3990,Airport,140,13-07-2016 23:20:17,13-07-2016 23:50:57,Trip Completed
4531,City,140,14-07-2016 09:29:03,14-07-2016 10:30:52,Trip Completed
5518,City,140,15-07-2016 05:15:31,15-07-2016 06:16:58,Trip Completed
5869,City,140,15-07-2016 09:22:44,15-07-2016 10:11:52,Trip Completed
60,City,141,11/7/2016 3:57,11/7/2016 4:46,Trip Completed
282,City,141,11/7/2016 6:56,11/7/2016 8:11,Trip Completed
1614,Airport,141,12/7/2016 6:55,12/7/2016 7:30,Trip Completed
2331,Airport,141,12/7/2016 19:13,12/7/2016 20:28,Trip Completed
2825,Airport,141,13-07-2016 05:14:11,13-07-2016 05:51:59,Trip Completed
3411,Airport,141,13-07-2016 15:28:43,13-07-2016 16:36:40,Trip Completed
4143,Airport,141,14-07-2016 04:51:04,14-07-2016 05:40:46,Trip Completed
4637,City,141,14-07-2016 11:29:06,14-07-2016 12:16:28,Trip Completed
4729,Airport,141,14-07-2016 14:04:28,14-07-2016 15:11:08,Trip Completed
5318,Airport,141,14-07-2016 22:08:44,14-07-2016 22:58:08,Trip Completed
6619,City,141,15-07-2016 21:52:30,15-07-2016 22:46:08,Trip Completed
444,Airport,142,11/7/2016 9:09,11/7/2016 9:52,Trip Completed
1260,Airport,142,11/7/2016 21:59,11/7/2016 23:10,Trip Completed
1976,Airport,142,12/7/2016 12:18,12/7/2016 13:30,Trip Completed
2096,Airport,142,12/7/2016 16:01,12/7/2016 17:04,Trip Completed
2732,City,142,13-07-2016 02:33:50,13-07-2016 03:38:59,Trip Completed
5383,City,142,14-07-2016 00:03:46,14-07-2016 00:34:07,Trip Completed
4156,City,142,14-07-2016 05:07:48,14-07-2016 06:06:59,Trip Completed
4761,City,142,14-07-2016 15:31:28,14-07-2016 15:52:43,Trip Completed
6446,Airport,142,15-07-2016 20:02:19,15-07-2016 20:53:07,Trip Completed
6610,City,142,15-07-2016 21:49:16,15-07-2016 23:01:42,Trip Completed
638,City,143,11/7/2016 12:30,11/7/2016 13:14,Trip Completed
1644,Airport,143,12/7/2016 7:16,12/7/2016 7:58,Trip Completed
2040,Airport,143,12/7/2016 14:25,12/7/2016 14:57,Trip Completed
2794,City,143,13-07-2016 04:55:18,13-07-2016 06:01:54,Trip Completed
3172,Airport,143,13-07-2016 09:13:30,13-07-2016 10:24:06,Trip Completed
6559,Airport,143,15-07-2016 21:00:38,15-07-2016 21:58:22,Trip Completed
243,City,144,11/7/2016 6:34,11/7/2016 7:09,Trip Completed
296,Airport,144,11/7/2016 7:12,11/7/2016 7:54,Trip Completed
677,City,144,11/7/2016 13:26,11/7/2016 13:58,Trip Completed
1360,City,144,11/7/2016 23:54,12/7/2016 1:09,Trip Completed
1916,Airport,144,12/7/2016 10:43,12/7/2016 11:11,Trip Completed
2397,City,144,12/7/2016 19:45,12/7/2016 20:19,Trip Completed
3624,Airport,144,13-07-2016 18:52:47,13-07-2016 19:54:38,Trip Completed
4799,City,144,14-07-2016 16:56:18,14-07-2016 17:48:47,Trip Completed
5241,City,144,14-07-2016 21:13:16,14-07-2016 21:42:26,Trip Completed
6380,Airport,144,15-07-2016 19:19:21,15-07-2016 20:25:19,Trip Completed
998,Airport,145,11/7/2016 19:01,11/7/2016 19:48,Trip Completed
1281,Airport,145,11/7/2016 22:12,11/7/2016 22:51,Trip Completed
2045,Airport,145,12/7/2016 14:43,12/7/2016 15:06,Trip Completed
2424,City,145,12/7/2016 20:03,12/7/2016 21:04,Trip Completed
3162,Airport,145,13-07-2016 09:11:48,13-07-2016 09:38:07,Trip Completed
3222,City,145,13-07-2016 09:51:05,13-07-2016 10:54:06,Trip Completed
4098,City,145,14-07-2016 03:11:51,14-07-2016 03:59:55,Trip Completed
4905,Airport,145,14-07-2016 18:00:53,14-07-2016 18:41:20,Trip Completed
5622,Airport,145,15-07-2016 06:27:02,15-07-2016 07:38:28,Trip Completed
318,City,146,11/7/2016 7:28,11/7/2016 8:43,Trip Completed
557,City,146,11/7/2016 10:15,11/7/2016 11:10,Trip Completed
2034,Airport,146,12/7/2016 14:16,12/7/2016 15:20,Trip Completed
2392,City,146,12/7/2016 19:50,12/7/2016 21:04,Trip Completed
4542,Airport,146,14-07-2016 09:40:19,14-07-2016 10:08:27,Trip Completed
5500,City,146,15-07-2016 05:00:18,15-07-2016 06:04:42,Trip Completed
6382,Airport,146,15-07-2016 19:15:16,15-07-2016 20:28:29,Trip Completed
6575,City,146,15-07-2016 21:18:53,15-07-2016 21:58:24,Trip Completed
1827,Airport,147,12/7/2016 9:35,12/7/2016 10:24,Trip Completed
2095,City,147,12/7/2016 15:56,12/7/2016 16:43,Trip Completed
3092,Airport,147,13-07-2016 08:15:35,13-07-2016 08:50:48,Trip Completed
4813,City,147,14-07-2016 17:17:11,14-07-2016 18:18:41,Trip Completed
5164,City,147,14-07-2016 20:25:24,14-07-2016 20:54:03,Trip Completed
6702,City,147,15-07-2016 22:47:49,15-07-2016 23:27:26,Trip Completed
429,City,148,11/7/2016 8:54,11/7/2016 9:47,Trip Completed
2681,Airport,148,12/7/2016 0:10,12/7/2016 1:06,Trip Completed
3160,City,148,13-07-2016 09:11:21,13-07-2016 09:35:55,Trip Completed
3400,City,148,13-07-2016 15:04:14,13-07-2016 16:09:31,Trip Completed
3889,Airport,148,13-07-2016 21:53:41,13-07-2016 22:32:43,Trip Completed
4151,City,148,14-07-2016 04:58:39,14-07-2016 06:08:38,Trip Completed
4738,Airport,148,14-07-2016 14:44:09,14-07-2016 15:58:17,Trip Completed
4963,Airport,148,14-07-2016 18:35:15,14-07-2016 19:50:38,Trip Completed
311,Airport,149,11/7/2016 7:27,11/7/2016 8:08,Trip Completed
928,City,149,11/7/2016 18:29,11/7/2016 19:15,Trip Completed
1468,City,149,12/7/2016 5:09,12/7/2016 6:06,Trip Completed
2677,City,149,12/7/2016 23:54,13-07-2016 00:31:24,Trip Completed
2916,City,149,13-07-2016 06:12:41,13-07-2016 07:23:57,Trip Completed
4663,City,149,14-07-2016 12:16:57,14-07-2016 12:59:56,Trip Completed
6741,City,149,15-07-2016 23:42:11,16-07-2016 00:09:09,Trip Completed
48,City,150,11/7/2016 3:14,11/7/2016 4:19,Trip Completed
838,City,150,11/7/2016 17:43,11/7/2016 18:41,Trip Completed
1657,Airport,150,12/7/2016 7:29,12/7/2016 8:12,Trip Completed
2032,Airport,150,12/7/2016 14:14,12/7/2016 15:20,Trip Completed
3507,City,150,13-07-2016 17:38:09,13-07-2016 18:21:38,Trip Completed
3780,City,150,13-07-2016 20:45:38,13-07-2016 21:27:07,Trip Completed
6180,City,150,15-07-2016 17:02:22,15-07-2016 17:48:25,Trip Completed
6615,City,150,15-07-2016 21:46:01,15-07-2016 22:22:19,Trip Completed
797,City,151,11/7/2016 17:16,11/7/2016 18:12,Trip Completed
1564,City,151,12/7/2016 6:18,12/7/2016 7:14,Trip Completed
2075,City,151,12/7/2016 15:31,12/7/2016 16:47,Trip Completed
2822,City,151,13-07-2016 05:14:57,13-07-2016 05:50:39,Trip Completed
3387,City,151,13-07-2016 14:36:48,13-07-2016 15:22:23,Trip Completed
4315,City,151,14-07-2016 06:46:52,14-07-2016 07:33:32,Trip Completed
5549,Airport,151,15-07-2016 05:29:41,15-07-2016 06:15:39,Trip Completed
6284,City,151,15-07-2016 18:18:32,15-07-2016 19:10:07,Trip Completed
6403,Airport,151,15-07-2016 19:25:57,15-07-2016 20:15:49,Trip Completed
6684,Airport,151,15-07-2016 22:34:04,15-07-2016 23:27:31,Trip Completed
451,City,152,11/7/2016 9:10,11/7/2016 10:10,Trip Completed
588,City,152,11/7/2016 11:20,11/7/2016 11:53,Trip Completed
671,Airport,152,11/7/2016 13:16,11/7/2016 14:08,Trip Completed
1369,Airport,152,12/7/2016 0:15,12/7/2016 0:53,Trip Completed
1688,City,152,12/7/2016 7:51,12/7/2016 8:21,Trip Completed
2861,City,152,13-07-2016 05:38:59,13-07-2016 06:49:02,Trip Completed
3354,City,152,13-07-2016 13:25:02,13-07-2016 14:39:48,Trip Completed
5141,Airport,152,14-07-2016 20:15:33,14-07-2016 21:00:35,Trip Completed
5460,Airport,152,15-07-2016 04:06:50,15-07-2016 04:52:36,Trip Completed
5904,City,152,15-07-2016 10:00:46,15-07-2016 10:34:28,Trip Completed
5973,Airport,152,15-07-2016 11:10:28,15-07-2016 12:12:23,Trip Completed
704,Airport,153,11/7/2016 14:12,11/7/2016 15:06,Trip Completed
785,City,153,11/7/2016 16:49,11/7/2016 17:24,Trip Completed
2631,Airport,153,12/7/2016 22:18,12/7/2016 23:07,Trip Completed
2911,Airport,153,13-07-2016 06:09:39,13-07-2016 06:59:42,Trip Completed
3360,Airport,153,13-07-2016 13:37:08,13-07-2016 14:20:54,Trip Completed
3667,Airport,153,13-07-2016 19:23:18,13-07-2016 20:11:22,Trip Completed
4624,Airport,153,14-07-2016 11:05:37,14-07-2016 11:53:49,Trip Completed
604,City,154,11/7/2016 11:44,11/7/2016 12:49,Trip Completed
1464,Airport,154,12/7/2016 5:03,12/7/2016 6:03,Trip Completed
1810,City,154,12/7/2016 9:18,12/7/2016 9:54,Trip Completed
2009,City,154,12/7/2016 13:25,12/7/2016 14:33,Trip Completed
2166,City,154,12/7/2016 17:30,12/7/2016 18:35,Trip Completed
5379,City,154,14-07-2016 23:51:31,15-07-2016 01:04:40,Trip Completed
1367,City,155,11/7/2016 0:05,11/7/2016 1:06,Trip Completed
447,City,155,11/7/2016 9:07,11/7/2016 9:57,Trip Completed
1682,City,155,12/7/2016 7:47,12/7/2016 8:38,Trip Completed
2043,Airport,155,12/7/2016 14:30,12/7/2016 15:21,Trip Completed
2796,Airport,155,13-07-2016 04:49:07,13-07-2016 05:29:40,Trip Completed
3945,City,155,13-07-2016 22:33:31,13-07-2016 23:16:43,Trip Completed
4196,City,155,14-07-2016 05:29:40,14-07-2016 06:36:39,Trip Completed
5174,City,155,14-07-2016 20:29:43,14-07-2016 21:24:38,Trip Completed
5480,City,155,15-07-2016 04:51:02,15-07-2016 06:03:45,Trip Completed
5883,Airport,155,15-07-2016 09:39:54,15-07-2016 10:48:56,Trip Completed
6013,Airport,155,15-07-2016 12:26:51,15-07-2016 13:03:34,Trip Completed
438,City,156,11/7/2016 9:05,11/7/2016 10:14,Trip Completed
636,City,156,11/7/2016 12:25,11/7/2016 13:09,Trip Completed
1938,Airport,156,12/7/2016 11:21,12/7/2016 12:03,Trip Completed
2129,Airport,156,12/7/2016 17:06,12/7/2016 18:18,Trip Completed
3337,Airport,156,13-07-2016 12:42:45,13-07-2016 13:50:52,Trip Completed
3472,City,156,13-07-2016 17:16:47,13-07-2016 18:06:23,Trip Completed
3991,City,156,13-07-2016 23:24:37,14-07-2016 00:06:50,Trip Completed
4221,Airport,156,14-07-2016 05:46:40,14-07-2016 06:35:16,Trip Completed
5719,Airport,156,15-07-2016 07:45:50,15-07-2016 08:21:28,Trip Completed
143,Airport,157,11/7/2016 5:24,11/7/2016 6:01,Trip Completed
784,City,157,11/7/2016 16:50,11/7/2016 17:23,Trip Completed
1020,Airport,157,11/7/2016 19:17,11/7/2016 20:08,Trip Completed
2934,City,157,13-07-2016 06:28:12,13-07-2016 07:10:08,Trip Completed
4073,City,157,14-07-2016 02:10:36,14-07-2016 02:54:21,Trip Completed
4751,City,157,14-07-2016 15:18:31,14-07-2016 16:12:44,Trip Completed
5275,City,157,14-07-2016 21:38:10,14-07-2016 22:21:52,Trip Completed
1262,Airport,158,11/7/2016 22:00,11/7/2016 23:04,Trip Completed
1600,City,158,12/7/2016 6:39,12/7/2016 7:13,Trip Completed
2016,City,158,12/7/2016 13:34,12/7/2016 14:36,Trip Completed
2370,Airport,158,12/7/2016 19:37,12/7/2016 20:11,Trip Completed
3192,Airport,158,13-07-2016 09:32:25,13-07-2016 10:42:22,Trip Completed
3367,Airport,158,13-07-2016 13:51:00,13-07-2016 14:29:30,Trip Completed
3952,City,158,13-07-2016 22:45:09,13-07-2016 23:41:02,Trip Completed
4517,Airport,158,14-07-2016 09:22:47,14-07-2016 10:04:44,Trip Completed
4944,City,158,14-07-2016 18:33:03,14-07-2016 19:04:51,Trip Completed
6037,Airport,158,15-07-2016 13:03:25,15-07-2016 14:01:33,Trip Completed
6385,Airport,158,15-07-2016 19:19:47,15-07-2016 20:21:00,Trip Completed
398,City,159,11/7/2016 8:26,11/7/2016 9:32,Trip Completed
2163,Airport,159,12/7/2016 17:30,12/7/2016 18:07,Trip Completed
3985,Airport,159,13-07-2016 23:15:18,14-07-2016 00:33:31,Trip Completed
4780,City,159,14-07-2016 16:29:40,14-07-2016 16:58:40,Trip Completed
5453,City,159,15-07-2016 03:38:02,15-07-2016 04:28:09,Trip Completed
5807,City,159,15-07-2016 08:41:35,15-07-2016 09:11:58,Trip Completed
6074,Airport,159,15-07-2016 14:07:10,15-07-2016 14:56:19,Trip Completed
6651,City,159,15-07-2016 22:06:53,15-07-2016 22:46:22,Trip Completed
223,Airport,160,11/7/2016 6:13,11/7/2016 7:05,Trip Completed
680,City,160,11/7/2016 13:30,11/7/2016 14:38,Trip Completed
887,Airport,160,11/7/2016 18:10,11/7/2016 18:47,Trip Completed
1689,Airport,160,12/7/2016 7:51,12/7/2016 8:32,Trip Completed
1939,City,160,12/7/2016 11:18,12/7/2016 11:54,Trip Completed
2182,City,160,12/7/2016 17:42,12/7/2016 18:30,Trip Completed
3223,Airport,160,13-07-2016 09:48:30,13-07-2016 10:31:41,Trip Completed
3819,Airport,160,13-07-2016 21:08:10,13-07-2016 21:48:44,Trip Completed
4823,Airport,160,14-07-2016 17:22:20,14-07-2016 18:38:29,Trip Completed
5431,Airport,160,15-07-2016 02:38:30,15-07-2016 03:23:54,Trip Completed
6353,Airport,160,15-07-2016 18:57:01,15-07-2016 19:27:57,Trip Completed
163,City,161,11/7/2016 5:35,11/7/2016 6:49,Trip Completed
706,Airport,161,11/7/2016 14:12,11/7/2016 15:27,Trip Completed
1214,Airport,161,11/7/2016 21:30,11/7/2016 21:57,Trip Completed
1399,City,161,12/7/2016 2:35,12/7/2016 3:42,Trip Completed
1574,Airport,161,12/7/2016 6:26,12/7/2016 7:15,Trip Completed
1870,City,161,12/7/2016 10:01,12/7/2016 10:42,Trip Completed
2267,Airport,161,12/7/2016 18:33,12/7/2016 19:36,Trip Completed
2658,Airport,161,12/7/2016 23:18,13-07-2016 00:03:21,Trip Completed
3048,Airport,161,13-07-2016 07:41:17,13-07-2016 08:14:19,Trip Completed
3301,Airport,161,13-07-2016 11:41:40,13-07-2016 12:28:38,Trip Completed
3477,City,161,13-07-2016 17:18:05,13-07-2016 18:09:59,Trip Completed
4371,City,161,14-07-2016 07:34:57,14-07-2016 08:24:33,Trip Completed
445,City,162,11/7/2016 9:06,11/7/2016 10:05,Trip Completed
1100,Airport,162,11/7/2016 20:10,11/7/2016 20:52,Trip Completed
1961,City,162,12/7/2016 11:53,12/7/2016 12:27,Trip Completed
3215,Airport,162,13-07-2016 09:49:32,13-07-2016 10:57:30,Trip Completed
3997,Airport,162,13-07-2016 23:36:23,14-07-2016 00:22:26,Trip Completed
4385,City,162,14-07-2016 07:51:59,14-07-2016 08:24:08,Trip Completed
4736,City,162,14-07-2016 14:31:20,14-07-2016 15:50:58,Trip Completed
5291,Airport,162,14-07-2016 21:48:06,14-07-2016 22:45:23,Trip Completed
5350,City,162,14-07-2016 22:52:35,14-07-2016 23:42:51,Trip Completed
5768,City,162,15-07-2016 08:27:01,15-07-2016 09:30:13,Trip Completed
675,City,163,11/7/2016 13:24,11/7/2016 13:55,Trip Completed
1996,Airport,163,12/7/2016 12:57,12/7/2016 14:06,Trip Completed
2510,City,163,12/7/2016 21:01,12/7/2016 21:50,Trip Completed
3969,Airport,163,13-07-2016 22:58:22,13-07-2016 23:58:00,Trip Completed
4397,City,163,14-07-2016 07:56:05,14-07-2016 08:57:30,Trip Completed
5326,City,163,14-07-2016 22:09:30,14-07-2016 23:13:16,Trip Completed
5987,City,163,15-07-2016 11:42:14,15-07-2016 12:49:39,Trip Completed
6152,Airport,163,15-07-2016 16:15:34,15-07-2016 17:16:45,Trip Completed
6317,City,163,15-07-2016 18:35:57,15-07-2016 19:05:06,Trip Completed
602,City,164,11/7/2016 11:38,11/7/2016 12:57,Trip Completed
981,City,164,11/7/2016 19:01,11/7/2016 19:39,Trip Completed
1317,Airport,164,11/7/2016 22:57,11/7/2016 23:52,Trip Completed
2112,Airport,164,12/7/2016 16:32,12/7/2016 17:03,Trip Completed
2365,City,164,12/7/2016 19:34,12/7/2016 20:12,Trip Completed
2849,City,164,13-07-2016 05:29:42,13-07-2016 06:34:27,Trip Completed
4573,City,164,14-07-2016 09:47:53,14-07-2016 10:47:05,Trip Completed
5095,City,164,14-07-2016 19:48:45,14-07-2016 20:55:36,Trip Completed
741,Airport,165,11/7/2016 15:39,11/7/2016 16:27,Trip Completed
1873,City,165,12/7/2016 9:59,12/7/2016 10:44,Trip Completed
2134,Airport,165,12/7/2016 17:14,12/7/2016 17:44,Trip Completed
3461,Airport,165,13-07-2016 17:04:19,13-07-2016 18:07:53,Trip Completed
3711,Airport,165,13-07-2016 19:47:15,13-07-2016 20:46:01,Trip Completed
5001,Airport,165,14-07-2016 18:59:05,14-07-2016 19:35:00,Trip Completed
248,City,166,11/7/2016 6:38,11/7/2016 7:45,Trip Completed
1321,Airport,166,11/7/2016 23:01,12/7/2016 0:05,Trip Completed
1997,City,166,12/7/2016 13:02,12/7/2016 13:57,Trip Completed
2544,City,166,12/7/2016 21:22,12/7/2016 21:51,Trip Completed
3863,City,166,13-07-2016 21:44:48,13-07-2016 22:50:38,Trip Completed
4336,City,166,14-07-2016 07:14:05,14-07-2016 08:34:21,Trip Completed
4754,City,166,14-07-2016 15:24:45,14-07-2016 16:18:25,Trip Completed
6620,City,166,15-07-2016 21:48:02,15-07-2016 22:36:08,Trip Completed
500,Airport,167,11/7/2016 9:38,11/7/2016 10:12,Trip Completed
1518,City,167,12/7/2016 5:50,12/7/2016 6:38,Trip Completed
3082,City,167,13-07-2016 08:10:03,13-07-2016 08:50:37,Trip Completed
3478,Airport,167,13-07-2016 17:19:57,13-07-2016 17:53:56,Trip Completed
4539,City,167,14-07-2016 09:35:42,14-07-2016 10:46:02,Trip Completed
4791,City,167,14-07-2016 16:43:10,14-07-2016 17:32:58,Trip Completed
5263,City,167,14-07-2016 21:30:34,14-07-2016 21:59:26,Trip Completed
1679,City,168,12/7/2016 7:46,12/7/2016 8:24,Trip Completed
2276,Airport,168,12/7/2016 18:38,12/7/2016 19:46,Trip Completed
2747,Airport,168,13-07-2016 03:17:00,13-07-2016 03:54:54,Trip Completed
3370,City,168,13-07-2016 13:56:50,13-07-2016 14:56:07,Trip Completed
